order,station,post,lat,long,lat
1266,ゆめが丘,245-0017,横浜市泉区下飯田町１５５５-９,139.482192,35.405436
1267,下飯田,245-0017,横浜市泉区下飯田町８２９-１,139.483195,35.403503
1268,三ツ境,246-0022,横浜市瀬谷区三ツ境４,139.502662,35.467779
1269,瀬谷,246-0031,横浜市瀬谷区瀬谷４-１-１,139.482574,35.470412
1270,本郷台,247-0001,横浜市栄区小菅ケ谷町,139.550159,35.36787
1271,本郷台,247-0001,横浜市栄区小菅ケ谷町,139.550159,35.36787
1272,大船,247-0056,鎌倉市大船１丁目,139.531127,35.353466
1273,大船,247-0056,鎌倉市大船１丁目,139.531127,35.353466
1274,大船,247-0056,鎌倉市大船１丁目,139.531127,35.353466
1275,大船,247-0056,鎌倉市大船１丁目,139.531127,35.353466
1276,大船,247-0056,鎌倉市大船１丁目,139.531127,35.353466
1277,大船,247-0056,鎌倉市大船１丁目,139.531127,35.353466
1278,大船,247-0056,鎌倉市大船１丁目,139.531367,35.352359
1279,富士見町,247-0061,鎌倉市台２-１９-７,139.529277,35.345389
1280,北鎌倉,247-0062,鎌倉市山ノ内,139.545134,35.337198
1281,湘南深沢,247-0063,鎌倉市梶原６５８,139.518903,35.332865
1282,湘南町屋,247-0065,鎌倉市上町屋７２２,139.522666,35.337832
1283,鎌倉,248-0006,鎌倉市小町１丁目,139.550428,35.318793
1284,鎌倉,248-0006,鎌倉市小町１丁目,139.550121,35.318491
1285,由比ヶ浜,248-0014,神奈川県鎌倉市由比ガ浜三丁目10-13,139.54157,35.312857
1286,和田塚,248-0014,鎌倉市由比ガ浜３-４-１,139.545362,35.31372
1287,長谷,248-0016,鎌倉市長谷２-１４-１０,139.536168,35.311265
1288,極楽寺,248-0023,鎌倉市極楽寺３-７-４,139.528721,35.309318
1289,稲村ヶ崎,248-0024,神奈川県鎌倉市稲村ガ崎二丁目8-1,139.522322,35.30426
1290,七里ヶ浜,248-0026,神奈川県鎌倉市七里ガ浜一丁目9-5,139.510101,35.306243
1291,腰越,248-0033,鎌倉市腰越２-１４-１４,139.493286,35.308287
1292,鎌倉高校前,248-0033,鎌倉市腰越１-１-２５,139.500535,35.306698
1293,西鎌倉,248-0035,鎌倉市西鎌倉１-２０-３５,139.504365,35.319383
1294,片瀬山,248-0035,鎌倉市西鎌倉４-８９４-６,139.496052,35.317256
1295,神武寺,249-0003,逗子市池子２-１１-２,139.592947,35.306233
1296,東逗子,249-0004,逗子市沼間１丁目,139.601768,35.298781
1297,逗子,249-0006,逗子市逗子１丁目,139.578292,35.297392
1298,新逗子,249-0006,逗子市逗子５-１-６,139.580359,35.294189
1299,足柄,250-0001,小田原市扇町３丁目,139.15447,35.271763
1300,井細田,250-0001,小田原市扇町３-２１-１,139.157397,35.268964
1301,五百羅漢,250-0001,小田原市扇町５-１１-１２,139.155758,35.27519
1302,小田原,250-0011,小田原市栄町１丁目,139.155772,35.256225
1303,小田原,250-0011,小田原市栄町１丁目,139.155396,35.256229
1304,小田原,250-0011,小田原市栄町１丁目,139.156474,35.25658
1305,緑町,250-0011,小田原市栄町３-５-２１,139.158578,35.259226
1306,小田原,250-0011,小田原市栄町１丁目,139.155396,35.256229
1307,早川,250-0021,小田原市早川１丁目,139.145014,35.238875
1308,根府川,250-0024,小田原市根府川,139.138504,35.202455
1309,入生田,250-0031,小田原市入生田字松葉１９０-４,139.121244,35.240894
1310,風祭,250-0032,小田原市風祭字中瀬２４０-２,139.129104,35.246229
1311,箱根板橋,250-0034,小田原市板橋字薮田１５０-２,139.145169,35.245169
1312,穴部,250-0053,小田原市穴部５６３,139.148787,35.279887
1313,大雄山,250-0105,南足柄市関本５９２-１,139.10365,35.319046
1314,和田河原,250-0112,南足柄市和田河原５８４,139.118684,35.31585
1315,岩原,250-0113,南足柄市岩原２７０-１,139.12879,35.298825
1316,相模沼田,250-0115,南足柄市沼田５９-１,139.133945,35.292334
1317,塚原,250-0117,南足柄市塚原２６８０-１,139.126632,35.301305
1318,富士フイルム前,250-0126,神奈川県南足柄市狩野,139.109483,35.317657
1319,下曽我,250-0206,小田原市曽我原,139.183395,35.303554
1320,箱根湯本,250-0311,足柄下郡箱根町湯本白石下７０７-１,139.103743,35.233555
1321,塔ノ沢,250-0315,足柄下郡箱根町塔之澤恵ケ平４６-２,139.094016,35.234521
1322,宮ノ下,250-0404,足柄下郡箱根町宮ノ下字蛇骨４０４-１１,139.063052,35.241913
1323,大平台,250-0405,足柄下郡箱根町大平台大向３５５,139.073849,35.238664
1324,小涌谷,250-0406,足柄下郡箱根町小涌谷字四面塔４６６-６,139.053162,35.240374
1325,彫刻の森,250-0407,足柄下郡箱根町二ノ平字北畑１２０４-６,139.050856,35.246529
1326,強羅,250-0408,足柄下郡箱根町強羅１３００-３２９,139.048162,35.25085
1327,強羅,250-0408,足柄下郡箱根町強羅１３００-３２９,139.048162,35.25085
1328,早雲山,250-0408,神奈川県足柄下郡箱根町強羅,139.035611,35.246444
1329,公園下,250-0500,神奈川県足柄下郡箱根町,139.045639,35.249944
1330,公園上,250-0500,神奈川県足柄下郡箱根町,139.043167,35.249083
1331,中強羅,250-0500,神奈川県足柄下郡箱根町,139.040556,35.248167
1332,上強羅,250-0500,神奈川県足柄下郡箱根町,139.038056,35.247306
1333,栢山,250-0852,小田原市栢山,139.14258,35.310679
1334,富水,250-0853,小田原市堀之内,139.145166,35.296759
1335,飯田岡,250-0854,小田原市飯田岡５４５,139.139109,35.287913
1336,螢田,250-0865,小田原市蓮正寺,139.152036,35.285055
1337,鴨宮,250-0874,小田原市鴨宮,139.180147,35.275744
1338,石上,251-0024,藤沢市鵠沼橘１-９-３,139.485572,35.332482
1339,本鵠沼,251-0028,藤沢市本鵠沼２-１３-１４,139.475412,35.331129
1340,柳小路,251-0031,藤沢市鵠沼藤が谷４-８-１１,139.485189,35.327352
1341,湘南海岸公園,251-0032,藤沢市片瀬４-９-２２,139.4833,35.315203
1342,目白山下,251-0032,藤沢市片瀬３-２７７６,139.491533,35.31402
1343,湘南江の島,251-0032,藤沢市片瀬３-１５-１,139.487794,35.311867
1344,片瀬江ノ島,251-0035,藤沢市片瀬海岸２-１５-３,139.482934,35.309345
1345,江ノ島,251-0035,藤沢市片瀬海岸１-４-７,139.487581,35.311003
1346,鵠沼海岸,251-0037,藤沢市鵠沼海岸２-４-１０,139.47121,35.320744
1347,鵠沼,251-0038,藤沢市鵠沼松が岡１-１-１,139.482637,35.321447
1348,辻堂,251-0047,藤沢市辻堂,139.447106,35.336847
1349,藤沢,251-0052,藤沢市藤沢,139.487293,35.338882
1350,藤沢本町,251-0052,藤沢市藤沢３-３-４,139.476046,35.348188
1351,藤沢,251-0052,藤沢市藤沢,139.486971,35.338558
1352,藤沢,251-0052,藤沢市藤沢,139.487293,35.337227
1353,善行,251-0871,藤沢市善行１-２７,139.473199,35.36285
1354,湘南台,252-0804,藤沢市湘南台２-１５,139.466451,35.396488
1355,湘南台,252-0804,藤沢市湘南台２-１５,139.467031,35.396642
1356,湘南台,252-0804,藤沢市湘南台２-１５,139.467283,35.396471
1357,長後,252-0807,藤沢市下土棚４７２,139.465307,35.41261
1358,六会日大前,252-0813,藤沢市亀井野１-１-１,139.470665,35.383761
1359,北茅ケ崎,253-0041,神奈川県茅ヶ崎市茅ヶ崎三丁目3-1,139.407569,35.339167
1360,茅ケ崎,253-0043,神奈川県茅ヶ崎市元町1-1,139.407197,35.330741
1361,茅ケ崎,253-0043,神奈川県茅ヶ崎市元町1-1,139.407197,35.330741
1362,香川,253-0082,茅ヶ崎市香川,139.400044,35.35655
1363,倉見,253-0101,高座郡寒川町倉見,139.378422,35.395098
1364,寒川,253-0105,高座郡寒川町岡田,139.387452,35.367579
1365,宮山,253-0106,高座郡寒川町宮山,139.379639,35.382261
1366,平塚,254-0034,平塚市宝町,139.349063,35.327647
1367,大磯,255-0004,中郡大磯町東小磯,139.313388,35.311299
1368,国府津,256-0812,小田原市国府津４丁目,139.212932,35.280832
1369,国府津,256-0812,小田原市国府津４丁目,139.212932,35.280832
1370,鶴巻温泉,257-0001,秦野市鶴巻北２丁目,139.277813,35.381131
1371,東海大学前,257-0006,秦野市北矢名,139.271236,35.373151
1372,秦野,257-0034,秦野市大秦町１丁目,139.226009,35.370075
1373,松田,258-0003,足柄上郡松田町松田惣領,139.137417,35.346843
1374,新松田,258-0003,足柄上郡松田町松田惣領,139.139848,35.345082
1375,上大井,258-0016,足柄上郡大井町上大井,139.163508,35.321883
1376,相模金子,258-0019,足柄上郡大井町金子,139.150753,35.33364
1377,開成,258-0021,足柄上郡開成町吉田島字中河原,139.135785,35.326532
1378,東山北,258-0111,足柄上郡山北町向原,139.10765,35.357637
1379,山北,258-0113,足柄上郡山北町山北,139.080212,35.360808
1380,谷峨,258-0115,足柄上郡山北町谷ケ,139.038234,35.366561
1381,二宮,259-0123,中郡二宮町二宮,139.256925,35.298644
1382,真鶴,259-0201,足柄下郡真鶴町真鶴,139.132148,35.156837
1383,湯河原,259-0304,足柄下郡湯河原町宮下,139.102142,35.146178
1384,伊勢原,259-1132,伊勢原市桜台１丁目,139.313768,35.396081
1385,渋沢,259-1321,秦野市曲松１丁目,139.184405,35.374032
1386,葭川公園,260-0013,千葉市中央区中央２-１,140.120142,35.608551
1387,千葉中央,260-0014,千葉市中央区本千葉町１５-１,140.117809,35.607354
1388,千葉中央,260-0014,千葉市中央区本千葉町１５-１,140.117809,35.607354
1389,栄町,260-0016,千葉市中央区栄町２９-９,140.118592,35.612822
1390,東千葉,260-0017,千葉市中央区要町１丁目,140.122261,35.617014
1391,千葉みなと,260-0024,千葉市中央区中央港１丁目,140.10341,35.606172
1392,千葉みなと,260-0024,千葉市中央区中央港１丁目,140.102495,35.607391
1393,市役所前,260-0026,千葉市中央区千葉港地先道路,140.107757,35.606878
1394,京成千葉,260-0028,千葉市中央区新町２５０-３,140.114273,35.6116
1395,千葉,260-0031,千葉市中央区新千葉１丁目,140.112837,35.613425
1396,千葉,260-0031,千葉市中央区新千葉１丁目,140.112837,35.613425
1397,千葉,260-0031,千葉市中央区新千葉１丁目,140.112837,35.613425
1398,千葉,260-0031,千葉市中央区新千葉１丁目,140.112837,35.613425
1399,千葉,260-0031,千葉市中央区新千葉１丁目,140.112837,35.613425
1400,千葉,260-0031,千葉市中央区新千葉１丁目,140.114136,35.612084
1401,千葉,260-0031,千葉市中央区新千葉１丁目,140.114136,35.612084
1402,西登戸,260-0032,千葉市中央区登戸町４-９-１,140.102801,35.617615
1403,新千葉,260-0032,千葉市中央区登戸町２-１０-１５,140.108557,35.612455
1404,西千葉,260-0033,千葉市中央区春日２丁目,140.103337,35.622639
1405,千葉公園,260-0045,千葉市中央区弁天３-４６４,140.117944,35.619774
1406,大森台,260-0811,千葉市中央区大森町４６３-３,140.149398,35.584126
1407,浜野,260-0825,千葉市中央区村田町,140.132089,35.551876
1408,蘇我,260-0834,千葉市中央区今井２丁目,140.130767,35.582065
1409,蘇我,260-0834,千葉市中央区今井２丁目,140.130767,35.582065
1410,蘇我,260-0834,千葉市中央区今井２丁目,140.130767,35.582065
1411,千葉寺,260-0844,千葉市中央区千葉寺町９１２-１,140.132236,35.590311
1412,本千葉,260-0854,千葉市中央区長洲町１丁目,140.120987,35.601202
1413,本千葉,260-0854,千葉市中央区長洲町１丁目,140.120987,35.601202
1414,県庁前,260-0855,千葉市中央区市場町１-２,140.12222,35.603958
1415,稲毛海岸,261-0004,千葉市美浜区高洲３丁目,140.074034,35.629501
1416,検見川浜,261-0011,千葉市美浜区真砂４丁目,140.058888,35.637291
1417,海浜幕張,261-0021,千葉市美浜区ひび野,140.041917,35.648373
1418,新検見川,262-0022,千葉市花見川区南花園,140.073025,35.65169
1419,検見川,262-0023,千葉市花見川区検見川町１-７９１,140.066656,35.652512
1420,幕張,262-0032,千葉市花見川区幕張町５丁目,140.057899,35.6594
1421,京成幕張,262-0032,千葉市花見川区幕張町４-６０１,140.05591,35.66078
1422,幕張本郷,262-0033,千葉市花見川区幕張本郷１丁目,140.042241,35.672664
1423,京成幕張本郷,262-0033,千葉市花見川区幕張本郷１-１-３,140.042091,35.672551
1424,作草部,263-0015,千葉市稲毛区作草部２-１-１９,140.115314,35.625806
1425,天台,263-0016,千葉市稲毛区天台１-１０９５-２,140.112902,35.631447
1426,スポーツセンター,263-0016,千葉市稲毛区天台６-２１２-６,140.11611,35.643164
1427,みどり台,263-0023,千葉市稲毛区緑町１-７-１,140.097413,35.624994
1428,穴川,263-0024,千葉市稲毛区穴川７９-１,140.111849,35.639645
1429,稲毛,263-0031,千葉市稲毛区稲毛東３丁目,140.09256,35.637264
1430,稲毛,263-0031,千葉市稲毛区稲毛東３丁目,140.09256,35.637264
1431,京成稲毛,263-0034,千葉市稲毛区稲毛３-１-１７,140.085505,35.637783
1432,千城台北,264-0005,千葉市若葉区千城台北１-２-２,140.181972,35.627436
1433,千城台,264-0005,千葉市若葉区千城台北３-１-４１８,140.18856,35.622314
1434,小倉台,264-0006,千葉市若葉区小倉台４-１７３１-１,140.171873,35.627755
1435,都賀,264-0025,千葉市若葉区都賀３丁目,140.149222,35.636088
1436,都賀,264-0025,千葉市若葉区都賀３丁目,140.148736,35.635491
1437,桜木,264-0028,千葉市若葉区桜木町３３５-４,140.160935,35.631308
1438,みつわ台,264-0032,千葉市若葉区みつわ台３-２８,140.134873,35.6387
1439,動物公園,264-0037,千葉市若葉区源町４０７-７,140.125437,35.642585
1440,誉田,266-0005,千葉市緑区誉田町２丁目,140.213748,35.546996
1441,鎌取,266-0011,千葉市緑区鎌取町,140.178583,35.562795
1442,学園前,266-0032,千葉市緑区おゆみ野中央１-１４-２,140.158416,35.560364
1443,おゆみ野,266-0033,千葉市緑区おゆみ野南３-２７-１,140.166264,35.550029
1444,土気,267-0061,千葉市緑区土気町,140.269783,35.530866
1445,小金城趾,270-0006,松戸市大金平４-２１２-２,139.916887,35.83601
1446,北小金,270-0014,松戸市小金,139.931303,35.833436
1447,新松戸,270-0017,松戸市幸谷,139.921076,35.825467
1448,新松戸,270-0017,松戸市幸谷,139.921076,35.825467
1449,幸谷,270-0034,松戸市新松戸１-４４１,139.919912,35.826642
1450,運河,270-0101,流山市東深井４０５,139.906063,35.914392
1451,江戸川台,270-0111,流山市江戸川台東１-３,139.91045,35.897344
1452,初石,270-0121,流山市西初石３-１００,139.917861,35.883783
1453,流山おおたかの森,270-0121,流山市西初石六丁目,139.925898,35.872051
1454,流山おおたかの森,270-0121,流山市西初石六丁目,139.925044,35.871799
1455,流山セントラルパーク,270-0152,流山市前平井,139.915223,35.854552
1456,南流山,270-0161,流山市大字鰭ケ崎,139.903865,35.838035
1457,南流山,270-0161,流山市大字鰭ケ崎,139.903271,35.83869
1458,鰭ヶ崎,270-0161,千葉県流山市大字鰭ケ崎字宮ノ後1438番地3,139.911121,35.840948
1459,平和台,270-0164,流山市流山４-４８３,139.901108,35.85123
1460,流山,270-0164,流山市流山１-２６４,139.901766,35.855771
1461,川間,270-0235,野田市尾崎８３２,139.83385,35.979172
1462,布佐,270-1101,我孫子市布佐,140.13293,35.849371
1463,新木,270-1112,我孫子市新木,140.107048,35.862352
1464,湖北,270-1122,我孫子市中里,140.077959,35.867165
1465,東我孫子,270-1137,我孫子市岡発戸,140.047754,35.868945
1466,我孫子,270-1151,我孫子市本町２丁目,140.010466,35.87279
1467,我孫子,270-1151,我孫子市本町２丁目,140.010466,35.87279
1468,天王台,270-1176,我孫子市柴崎台１,140.04121,35.872558
1469,小林,270-1318,印西市小林,140.193028,35.830783
1470,木下,270-1326,印西市木下,140.147954,35.838817
1471,印西牧の原,270-1337,印西市草深２１９１,140.166911,35.803608
1472,千葉ニュータウン中央,270-1340,千葉県印西市中央南一丁目1390-1,140.116159,35.800175
1473,千葉ニュータウン中央,270-1340,千葉県印西市中央南一丁目1390-1,140.116159,35.800175
1474,白井,270-1422,白井市復字根木山６２０,140.0541,35.784723
1475,西白井,270-1431,白井市根字清水口１０５９-２,140.031545,35.784364
1476,小室,270-1471,船橋市小室町３１０６,140.076073,35.787004
1477,安食,270-1516,印旛郡栄町安食,140.242051,35.835682
1478,印旛日本医大,270-1609,千葉県印西市若萩一丁目1,140.203112,35.787512
1479,印旛日本医大,270-1609,千葉県印西市若萩一丁目1,140.203112,35.787512
1480,六実,270-2204,松戸市六実４-６-１,139.999195,35.793715
1481,元山,270-2212,松戸市五香南１-５-１,139.975831,35.790229
1482,東松戸,270-2221,千葉県松戸市紙敷,139.943848,35.770611
1483,東松戸,270-2221,千葉県松戸市紙敷447,139.942957,35.769954
1484,東松戸,270-2221,千葉県松戸市紙敷,139.942957,35.769954
1485,松飛台,270-2221,松戸市紙敷１-２９-５,139.957739,35.775377
1486,秋山,270-2223,松戸市秋山字前原１１２,139.930723,35.765299
1487,みのり台,270-2241,松戸市松戸新田５７５-１９,139.929466,35.789346
1488,松戸新田,270-2241,松戸市松戸新田２６４-２,139.922833,35.790652
1489,五香,270-2251,松戸市金ケ作４０８-８,139.965796,35.797281
1490,新八柱,270-2253,松戸市日暮,139.938393,35.792013
1491,八柱,270-2253,松戸市日暮３７１-４,139.937362,35.791394
1492,常盤平,270-2261,松戸市常盤平１-２９,139.949522,35.803191
1493,馬橋,271-0051,松戸市馬橋,139.917305,35.811682
1494,馬橋,271-0051,松戸市馬橋,139.917042,35.811949
1495,北松戸,271-0064,松戸市上本郷,139.911528,35.800459
1496,上本郷,271-0064,松戸市上本郷２６４８-１１,139.916031,35.789524
1497,松戸,271-0092,松戸市松戸,139.900779,35.784472
1498,松戸,271-0092,松戸市松戸,139.900779,35.784472
1499,矢切,271-0096,松戸市下矢切字入山津１２０,139.899742,35.757503
1500,二俣新町,272-0002,市川市二俣新町,139.959525,35.691273
1501,本八幡,272-0021,市川市八幡２丁目,139.92741,35.720898
1502,京成八幡,272-0021,市川市八幡３-２-１,139.92816,35.723811
1503,本八幡,272-0021,市川市八幡２丁目,139.926628,35.722929
1504,鬼越,272-0022,市川市鬼越１-４-５,139.937932,35.719776
1505,市川,272-0034,市川市市川１丁目,139.908142,35.728903
1506,市川,272-0034,市川市市川１丁目,139.908142,35.728903
1507,国府台,272-0034,市川市市川３-３０-１,139.90322,35.736301
1508,妙典,272-0115,市川市富浜１-２-１０,139.924209,35.690935
1509,市川塩浜,272-0127,市川市塩浜２丁目,139.923684,35.666554
1510,行徳,272-0133,市川市行徳駅前２-４-１,139.914254,35.682686
1511,南行徳,272-0143,市川市相之川４-１７-１,139.902311,35.672687
1512,大町,272-0801,市川市大町１７５,139.973567,35.775103
1513,市川大野,272-0805,市川市大野町３丁目,139.951227,35.755432
1514,菅野,272-0824,市川市菅野２-７-１,139.919413,35.728272
1515,市川真間,272-0826,市川市真間１-１１-１,139.911717,35.73121
1516,北国分,272-0837,市川市堀之内３-２１-１,139.914252,35.762916
1517,東船橋,273-0002,船橋市東船橋２丁目,140.00393,35.699811
1518,大神宮下,273-0003,船橋市宮本２-９-９,139.991431,35.693945
1519,船橋競馬場,273-0003,船橋市宮本８-４２-１,139.997998,35.689606
1520,船橋,273-0005,船橋市本町７丁目,139.984707,35.701865
1521,船橋,273-0005,船橋市本町７丁目,139.984707,35.701865
1522,船橋,273-0005,船橋市本町７丁目,139.98436,35.7021
1523,京成船橋,273-0005,船橋市本町１-５-１,139.985451,35.700161
1524,南船橋,273-0013,船橋市若松２丁目,139.995773,35.681804
1525,海神,273-0021,船橋市海神５-１-２２,139.971888,35.705888
1526,東海神,273-0021,船橋市海神２-１５地下１号,139.980343,35.705888
1527,西船橋,273-0031,船橋市西船４丁目,139.959536,35.707283
1528,西船橋,273-0031,船橋市西船４丁目,139.959536,35.707283
1529,西船橋,273-0031,船橋市西船４丁目,139.959536,35.707283
1530,京成西船,273-0031,船橋市西船４-１５-２７,139.958863,35.711627
1531,西船橋,273-0031,船橋市西船４丁目,139.958972,35.707127
1532,西船橋,273-0031,船橋市西船４丁目,139.958972,35.707127
1533,下総中山,273-0035,船橋市本中山２丁目,139.943092,35.714276
1534,京成中山,273-0035,船橋市本中山１-９-１,139.944203,35.716998
1535,原木中山,273-0035,船橋市本中山７-７-１,139.942029,35.703517
1536,東中山,273-0036,船橋市東中山２-２-２２,139.952683,35.714385
1537,塚田,273-0042,船橋市前貝塚町５６４,139.982859,35.722102
1538,新船橋,273-0045,船橋市山手１-３-１,139.979765,35.710993
1539,船橋法典,273-0047,船橋市藤原１丁目,139.966771,35.730435
1540,馬込沢,273-0047,船橋市藤原７-２-１,139.992199,35.741586
1541,鎌ヶ谷大仏,273-0105,千葉県鎌ケ谷市鎌ケ谷1丁目8番1号,140.013823,35.757827
1542,新鎌ヶ谷,273-0107,千葉県鎌ケ谷市新鎌ケ谷一丁目13-1,139.999455,35.780221
1543,新鎌ヶ谷,273-0107,千葉県鎌ケ谷市新鎌ケ谷一丁目13-1,139.998361,35.779481
1544,新鎌ヶ谷,273-0107,千葉県鎌ケ谷市新鎌ケ谷,139.998661,35.77922
1545,新鎌ヶ谷,273-0107,千葉県鎌ケ谷市新鎌ケ谷,139.998361,35.779481
1546,北初富,273-0111,鎌ケ谷市北中沢１-１８-２５,139.989811,35.776692
1547,鎌ヶ谷,273-0113,千葉県鎌ケ谷市道野辺中央2-1-10,139.997266,35.763765
1548,初富,273-0124,鎌ケ谷市中央１-２-１９,140.000493,35.771992
1549,くぬぎ山,273-0128,鎌ケ谷市くぬぎ山５-１-６,139.975707,35.782343
1550,船橋日大前,274-0062,船橋市坪井町６８１-３,140.058962,35.726931
1551,習志野,274-0063,船橋市習志野台４-１-９,140.042787,35.715293
1552,北習志野,274-0063,船橋市習志野台３-１-１,140.042195,35.721328
1553,高根木戸,274-0063,船橋市習志野台１-１-３,140.034923,35.726625
1554,北習志野,274-0063,船橋市習志野台３-１-１,140.04236,35.721674
1555,高根公団,274-0065,船橋市高根台１-６-１,140.029382,35.730436
1556,薬園台,274-0077,船橋市薬円台６-１-１,140.037599,35.710271
1557,二和向台,274-0805,船橋市二和東５-３８-１,140.023731,35.753825
1558,滝不動,274-0813,船橋市南三咲３-２３-１,140.02622,35.737957
1559,三咲,274-0813,船橋市南三咲２-２-１,140.028514,35.749217
1560,飯山満,274-0822,船橋市飯山満町３-１０５３-５,140.0223,35.71407
1561,前原,274-0825,船橋市前原西７-１７-２１,140.027542,35.700666
1562,実籾,275-0002,習志野市実籾町１-１-１,140.068289,35.686852
1563,京成大久保,275-0012,習志野市本大久保３-１０-１,140.048629,35.686016
1564,津田沼,275-0016,習志野市津田沼１丁目,140.020179,35.691367
1565,津田沼,275-0016,習志野市津田沼１丁目,140.020179,35.691367
1566,京成津田沼,275-0016,習志野市津田沼３-１-１,140.024823,35.68364
1567,京成津田沼,275-0016,習志野市津田沼３-１-１,140.024823,35.68364
1568,京成津田沼,275-0016,習志野市津田沼３-１-１,140.024823,35.68364
1569,新津田沼,275-0016,習志野市津田沼１-１０-３５,140.023745,35.690184
1570,新習志野,275-0024,習志野市茜浜２丁目,140.012825,35.667342
1571,谷津,275-0026,習志野市谷津５-４-５,140.007658,35.685257
1572,勝田台,276-0023,八千代市勝田台１-８-１,140.126053,35.715445
1573,村上,276-0028,八千代市村上字辺田前４０８９-２,140.118375,35.72371
1574,東葉勝田台,276-0028,八千代市村上字下市場台北側４５０３-２４,140.126075,35.715458
1575,八千代台,276-0031,八千代市八千代台北１,140.090942,35.701465
1576,八千代中央,276-0042,八千代市ゆりのき台１-３８,140.103713,35.727807
1577,京成大和田,276-0045,八千代市大和田字小板橋３０８,140.108578,35.712309
1578,八千代緑が丘,276-0049,八千代市緑が丘１-１１０４-３,140.073461,35.728884
1579,柏,277-0005,柏市柏１,139.971148,35.862316
1580,柏,277-0005,柏市柏１,139.971148,35.862316
1581,増尾,277-0033,柏市増尾１-１-１,139.976604,35.829704
1582,逆井,277-0042,柏市逆井８４８,139.983812,35.823336
1583,新柏,277-0084,柏市新柏１-１５１０,139.966994,35.838128
1584,柏たなか,277-0803,柏市小青田,139.957533,35.9109
1585,北柏,277-0831,柏市大字根戸,139.988035,35.875623
1586,南柏,277-0855,柏市南柏１,139.954111,35.844655
1587,豊四季,277-0863,柏市豊四季１５９,139.93929,35.86657
1588,柏の葉キャンパス,277-0871,柏市若柴,139.952454,35.89308
1589,高柳,277-0941,柏市高柳１４８９,139.998936,35.808211
1590,梅郷,278-0022,野田市山崎１８９２,139.891086,35.931575
1591,愛宕,278-0035,野田市中野台１２１７,139.864817,35.950154
1592,野田市,278-0037,野田市野田１２８,139.870728,35.943652
1593,七光台,278-0042,野田市吉春９３１-５,139.852906,35.970884
1594,清水公園,278-0043,野田市清水３７５,139.85967,35.959364
1595,浦安,279-0002,浦安市北栄１-１３-１,139.893193,35.665932
1596,新浦安,279-0012,浦安市入船１丁目,139.912553,35.649526
1597,舞浜,279-0031,浦安市舞浜,139.883714,35.636115
1598,空港第２ビル（第２旅客ターミナル）,282-0004,千葉県成田市古込字古込1-1,140.387871,35.773327
1599,空港第２ビル（第２旅客ターミナル）,282-0004,千葉県成田市古込字古込1-1,140.387163,35.773693
1600,空港第２ビル（第２旅客ターミナル）,282-0004,千葉県成田市古込字古込1-1,140.387163,35.773693
1601,空港第２ビル（第２旅客ターミナル）,282-0004,千葉県成田市古込字古込1-1,140.387163,35.773693
1602,成田空港（第１旅客ターミナル）,282-0011,千葉県成田市三里塚御料牧場1-1,140.384644,35.763983
1603,成田空港（第１旅客ターミナル）,282-0011,千葉県成田市三里塚御料牧場1-1,140.384644,35.763983
1604,成田空港（第１旅客ターミナル）,282-0011,千葉県成田市三里塚御料牧場1-1,140.384644,35.763983
1605,成田空港（第１旅客ターミナル）,282-0011,千葉県成田市三里塚御料牧場1-1,140.384644,35.763983
1606,求名,283-0002,東金市求名,140.39626,35.579947
1607,東金,283-0802,東金市東金,140.363743,35.560172
1608,福俵,283-0812,東金市福俵,140.341904,35.54617
1609,四街道,284-0005,四街道市四街道１丁目,140.165023,35.662756
1610,四街道,284-0005,四街道市四街道１丁目,140.165023,35.662756
1611,物井,284-0012,四街道市物井,140.200263,35.68566
1612,京成佐倉,285-0014,佐倉市栄町１００１-５,140.229633,35.725205
1613,大佐倉,285-0041,佐倉市大佐倉松山２７７,140.25079,35.729908
1614,佐倉,285-0812,佐倉市六崎,140.226722,35.709743
1615,佐倉,285-0812,佐倉市六崎,140.226722,35.709743
1616,京成臼井,285-0837,佐倉市王子台３-３０-３,140.180796,35.730017
1617,志津,285-0846,佐倉市上志津１６６９,140.144982,35.717406
1618,中学校,285-0857,佐倉市宮ノ台３-１-１,140.14841,35.740123
1619,ユーカリが丘,285-0858,佐倉市ユーカリが丘４-８-２,140.156354,35.721801
1620,ユーカリが丘,285-0858,佐倉市ユーカリが丘４-８-２,140.157019,35.722247
1621,地区センター,285-0858,佐倉市ユーカリが丘４-３-１,140.155041,35.726225
1622,公園,285-0858,佐倉市ユーカリが丘６-５-５,140.153755,35.730758
1623,女子大,285-0858,佐倉市ユーカリが丘５-１-１,140.155054,35.738357
1624,井野,285-0858,佐倉市ユーカリが丘７-２４-１,140.148497,35.732605
1625,宗吾参道,285-0907,印旛郡酒々井町下岩橋字仲田４３２-３,140.280975,35.752669
1626,南酒々井,285-0914,印旛郡酒々井町馬橋,140.267828,35.704217
1627,京成酒々井,285-0921,印旛郡酒々井町中川５６０-１,140.270132,35.736867
1628,酒々井,285-0927,印旛郡酒々井町酒々井,140.275271,35.731737
1629,成田,286-0033,成田市花崎町,140.313853,35.777796
1630,成田,286-0033,成田市花崎町,140.313853,35.777796
1631,京成成田,286-0033,成田市花崎町８１４,140.315473,35.776308
1632,公津の杜,286-0048,成田市公津の杜４-１１-２,140.294904,35.760446
1633,東成田,286-0104,成田市古込字込前１２４,140.387225,35.770091
